instagram_id,max_posts,follower,numMonth,numWeek,numMonthTag,numWeekTag,recent_post_date
onzyu_,12,485,0,0,0,0,20171207
keitoyaoon,12,277,4,1,0,0,20180903
oregonian_outfitters_official,12,2613,6,1,0,0,20180903
or.lingerie,12,245,12,5,0,0,20180905
orochidou,12,178,12,8,0,0,20180906
otodelsounds,12,62,1,0,0,0,20180814
oto_kukan,6,2,3,1,1,0,20180905
otome_youbi_,12,243,7,1,2,0,20180905
hokushinac,12,350,7,4,0,0,20180907
kounako20,12,45,3,0,0,0,20180815
ohyamapearl,12,384,1,1,0,0,20180905
oyamaseicha,12,261,3,1,0,0,20180907
miekoyashirocafe,12,294,9,2,1,1,20180902
pacelolpop,12,164,0,0,0,0,20180617
corbatapajarita,12,874,12,7,3,3,20180907
papier_platz,12,8844,12,10,0,0,20180906
halu090304,12,84,12,6,9,6,20180906
8mo______910,12,474,5,1,0,0,20180902
mingei.pechika,12,1127,12,3,0,0,20180906
pepeiao_mimitsubo,11,24,0,0,0,0,20180130
kayo_movement,12,529,10,1,0,0,20180903
petitkano,12,99,2,1,0,0,20180905
PochePetit,12,319,12,3,2,0,20180906
tatemai_piaceresolo,12,160,3,1,1,0,20180903
pibico_kaoru,12,513,10,2,0,0,20180906
pienne_music,12,72,1,0,0,0,20180813
wandertowel2017,12,206,1,1,0,0,20180904
varioruby_official,12,45,6,1,6,1,20180902
pingie_official,12,104,0,0,0,0,20180708
_pink__girlxx_,12,7510,12,2,0,0,20180901
pee_ka_boo_sendai,12,153,12,0,12,0,20180828
plus_supply,12,363,10,2,0,0,20180903
poa_handworks,12,114,1,0,0,0,20180818
poeasy_vintage,12,191,12,4,8,4,20180902
poignees_damour,12,264,9,1,2,0,20180904
poke.tokushima,12,5045,12,6,0,0,20180907
pontneuf2015,12,10928,12,12,1,1,20180907
poseriwaki,12,347,9,2,1,0,20180831
__potiron__,12,394,8,0,0,0,20180819
poupee_meruheso,12,335,3,1,0,0,20180903
praysjewels,12,304,12,6,4,2,20180903
pre_happy,12,64,0,0,0,0,20170214
propelua_inc,12,385,8,1,1,0,20180902
cuttingdorothy,12,343,11,0,0,0,20180823
puako_shop,12,588,12,4,0,0,20180902
PuchiHappy,12,1447,12,7,0,0,20180907
risamotoyama,12,245,12,3,0,0,20180905
punicourt,12,411,12,2,0,0,20180904
kanyamiki,12,6112,4,3,0,0,20180904
felice_regaro_raftelll,12,224,12,2,0,0,20180907
kuririn.fortune,12,107,12,3,0,0,20180904
rayaccessories.wsk,12,106,12,5,3,1,20180905
reflection_nanasaki,12,1637,1,0,1,0,20180828
relafine.fb,12,341,1,1,0,0,20180902
rena_japan_made_shop,12,32,3,1,0,0,20180904
yuenterprise,12,156,12,6,0,0,20180901
resfeber_official_,12,111,5,1,1,1,20180901
rhapsodie.jp,12,88,1,0,0,0,20180817
sayakamasuoka,12,724,6,1,0,0,20180904
ricca_soja,12,2399,12,11,1,1,20180907
richpeace___,12,208,4,1,0,0,20180903
rinco2_baby,12,212,2,1,0,0,20180902
rin8890__tokyo,12,96,0,0,0,0,20180712
risepi_1016,12,1158,12,3,2,2,20180904
rita_romi,0,248,0,0,0,0,19700101
rizu12m,12,388,5,1,0,0,20180902
r_armoire,12,424,0,0,0,0,20180617
patissrie.oeuf,12,1022,4,2,0,0,20180904
rokkodo.since1921,12,130,12,7,1,0,20180906
romerotrade,12,169,2,1,0,0,20180831
rompgarden.ma,12,263,1,0,0,0,20180808
rondineofficial,12,254,6,0,0,0,20180826
yoshieuzu,12,1244,3,0,0,0,20180824
ruulux,12,291,12,6,9,4,20180907
soumen_yamatobito,12,122,1,1,0,0,20180903
ogawayasaketen,12,77,12,5,3,3,20180907
SAKURAKOFU,12,544,6,2,6,2,20180903
abemamoru_shoten,12,80,0,0,0,0,19700101
samsarafeels,12,172,7,0,0,0,20180825
aterier.sangria,12,81,0,0,0,0,20180803
sanssofficial,12,436,0,0,0,0,20180623
happyshop.777,12,238,12,12,8,8,20180907
sa_to1919,12,600,11,3,0,0,20180906
junko_saskia,12,171,8,1,2,0,20180906
sassy.0101,12,288,3,0,0,0,20180821
sayu.co,12,899,12,4,2,1,20180907
scandinavia.red,12,244,4,1,1,1,20180901
scorilly,12,58,2,0,0,0,20180817
scotchbonnet_japan,12,480,6,2,0,0,20180906
h_birthdaytoyou,12,4169,12,12,0,0,20180906
second_living,12,256,5,1,0,0,20180906
actibeautysalom,0,127,0,0,0,0,19700101
seed_handmadelure,12,268,9,2,0,0,20180903
kawauso_leather_shop,12,41,12,5,8,5,20180907
senkamasu,7,38,0,0,0,0,20170622
shakainomad_punk_girl,12,112,1,1,0,0,20180831
shimano.yaoyasan,12,463,12,4,0,0,20180906
_shi_ma_shi_ma_,12,245,9,1,0,0,20180904
shion.aw,12,54,6,1,0,0,20180904
yotycc,6,39,1,1,1,1,20180905
shokido2017,12,280,7,1,0,0,20180904
cyberiaplants,12,272,12,5,12,5,20180906
lelien.sachie,12,152,0,0,0,0,20180804
tamayayokosuka,12,484,5,2,0,0,20180905
shungiku.jp,12,112,7,4,3,3,20180904
siron_jewelry,12,73,10,2,1,0,20180906
sketchbook16.baby_kids,12,66,0,0,0,0,20180727
small00right,12,849,7,0,0,0,20180827
U.styling,12,137,12,12,12,12,20180906
smile_heart_leather,12,1620,12,5,1,0,20180906
smilenuts2262,12,693,12,4,0,0,20180905
shigezo.sarrasin,12,305,8,1,0,0,20180906
soholland,12,57,1,1,0,0,20180901
soreto_spice,12,3106,4,1,4,1,20180903
spicecolor,12,484,12,3,6,3,20180902
spunkytail,12,563,4,0,0,0,20180828
sri__anna,12,197,12,6,0,0,20180907
ssorykanakana,12,499,12,4,7,1,20180903
Jewelry_brand_or_,12,130,12,4,5,4,20180903
kawachan.stonehearts230,12,575,12,11,0,0,20180907
studiomeemballetwear,12,76,0,0,0,0,20180607
stuff_room,12,300,12,5,0,0,20180906
sun2closet,12,358,0,0,0,0,20180616
naturally0707,12,688,12,11,9,9,20180906
sunaobag,12,182,12,8,0,0,20180906
steelol_vene,12,848,10,3,0,0,20180907
chi_ko.deco,12,335,12,6,5,4,20180906
sunkingleather,12,398,12,3,1,1,20180905
sunne_handmade,12,443,7,0,3,0,20180830
sunsun_art,12,951,12,8,0,0,20180906
natulica_sedona,12,226,7,1,0,0,20180901
iluz47,12,215,1,0,0,0,20180815
suzunarisuzunari,12,1571,12,12,0,0,20180907
suzuranbuuke,12,150,9,3,0,0,20180906
swedenbed,10,89,3,0,0,0,20180829
sexvirginkiller,12,1133,1,1,0,0,20180906
swallowequipments,12,1716,12,7,5,0,20180904
akiko_tajima,12,351,0,0,0,0,20180524
swayvape,12,340,12,7,0,0,20180906
little_sweetheart_aus,3,272,2,2,0,0,20180907
synthesizakkar,12,68,9,1,1,1,20180831
ai_tafuku,12,1477,12,7,0,0,20180905
taikojapan.inc,12,467,11,3,0,0,20180905
taikodou_katsuji,12,368,12,7,0,0,20180907
taishocoffeeroaster,12,811,12,6,1,0,20180905
taka8taka,12,1867,1,0,0,0,20180809
takashima_sho_ten,12,330,12,4,0,0,20180907
takechiyobeans,12,42,12,5,2,0,20180906
_t.m.o.k_,12,466,3,1,0,0,20180907
tambayasai,12,248,9,1,2,1,20180901
tanexxneco,12,383,12,5,8,3,20180906
tarui.showten,12,123,2,0,0,0,20180826
nordeste_jp,12,185,12,5,0,0,20180906
temporary_boutique,12,314,12,4,0,0,20180906
kanatanaka_ten10ten,12,92,2,0,0,0,20180827
tenbure,12,193,6,1,0,0,20180831
tenryurakuichi,12,335,4,2,0,0,20180906
tentcoffee_kobe_minatogawa,12,529,12,7,2,0,20180907
tent_kids,12,778,12,10,0,0,20180907
irodori_baby,12,147,3,0,0,0,20180823
misato.t_y,12,171,12,3,2,0,20180906
seafeary,12,222,12,6,6,3,20180906
thecoffeex3,12,2620,12,6,0,0,20180905
thehighclass_jpn,12,21,1,0,0,0,20180827
three_angles,12,954,2,1,0,0,20180904
threelog,12,717,12,2,0,0,20180902
tina_accessory_handmade,12,447,12,5,0,0,20180906
tinylily,12,92,5,0,2,0,20180828
tira.tira.amimono,12,480,12,6,0,0,20180907
akasaka_tokodo,12,529,3,2,0,0,20180906
torrtoys.jp,12,161,12,7,3,2,20180907
tory.boo_baby,12,110,0,0,0,0,20180527
tosakuro_rail,12,688,9,2,1,0,20180904
touan1980117,12,1138,11,1,0,0,20180905
towaen_yusui,12,1569,0,0,0,0,20180415
toyshead,12,4152,12,12,12,12,20180905
toystar2016,12,13,1,0,0,0,20180827
usabuta5497,0,0,0,0,0,0,19700101
tribejapan.2017,12,1795,1,0,0,0,20180819
trifolium.happy,12,414,0,0,0,0,20180718
tropicana_stellarduo,12,1312,12,5,2,0,20180906
tsbrand_jp,12,181,8,1,0,0,20180905
sanaetsubaki,12,133,3,1,0,0,20180901
tsukikusa_official,12,236,10,3,1,1,20180905
tsukuriyayun,12,173,7,1,0,0,20180901
0824haru,12,116,8,1,0,0,20180905
twoseven_27_,12,334,12,4,0,0,20180904
uggaust1974,12,54,4,3,3,3,20180905
_uilanigirl_,12,33,0,0,0,0,20180624
ultra_mint_company,12,158,3,3,0,0,20180905
une_graine,12,660,12,7,0,0,20180906
unithe_jp,12,306,8,2,0,0,20180903
unitys_shop,0,0,0,0,0,0,19700101
joe.____1,12,660,3,1,0,0,20180904
un_jour_artworks,12,147,11,2,5,1,20180903
upset_hiroshima,12,1599,3,1,0,0,20180831
urushi610,12,811,10,8,1,0,20180907
rose_thorns_clothing,12,1332,12,3,12,3,20180906
us_samecloth,12,521,12,2,3,0,20180907
kampocha_uto,12,454,12,9,5,4,20180906
vanillachair_kouenji,12,437,11,4,0,0,20180906
vanillarose241,12,1937,12,5,6,3,20180905
vicejapan,12,12272,8,0,0,0,20180819
vingt_trois.ai,12,6063,12,4,1,1,20180906
__viodure__,12,225,12,0,2,0,20180822
ladyvrich11,12,149,12,12,0,0,20180907
wambitious,12,105,10,3,1,0,20180904
nayo222wans_hearts,12,298,2,1,0,0,20180901
k_waqwaq,12,3329,12,12,7,7,20180906
waracbe,12,1953,12,4,0,0,20180905
__warp__,12,98,9,2,3,2,20180902
wasabicraft,12,107,12,4,0,0,20180905
watanabemokkougei,12,83,3,0,0,0,20180829
usedshop_wave,12,366,12,5,0,0,20180907
weekend_california,12,4623,9,1,0,0,20180901
activegeneration,12,83,1,0,0,0,20180824
w_flat,12,929,10,7,0,0,20180906
kawazaikerwr,12,278,2,1,1,1,20180905
win_toyshop,12,926,12,8,0,0,20180906
shiodaruma,0,3,0,0,0,0,19700101
wkfactory,3,14,0,0,0,0,20170823
wondrawer_yossy,12,362,6,0,0,0,20180828
woodypalace_co.ltd_japan,12,13,1,1,1,1,20180902
workingclassheroe,12,243,0,0,0,0,20180714
worldmark.2500,12,57,1,1,1,1,20180831
worldcollezione,12,227,9,2,0,0,20180906
taruya_potatoes_sweet,12,68,0,0,0,0,20180423
yamaji4131,2,39,1,0,0,0,20180813
yamanekoya.theshop,12,8,0,0,0,0,20180720
yattoco.handmade,12,717,12,12,1,1,20180906
yuchin_y.c.n,12,531,5,2,0,0,20180903
yodel1188,12,1793,10,2,1,0,20180903
yonzy8080,12,814,12,4,2,2,20180906
mizuho_yoshida,12,190,9,2,0,0,20180905
youka50,12,1094,12,5,2,1,20180906
yourheart_jp,12,281,2,1,0,0,20180906
yozigen.niihao,12,1190,12,10,0,0,20180907
in_all_acc,12,88,6,0,6,0,20180825
y_store_,12,525,12,12,0,0,20180907
yuki.ceo,12,999,7,0,0,0,19700101
yulans_crop,12,368,12,6,5,2,20180907
salonyururi,12,266,10,3,0,0,20180906
yutakafe,12,1101,12,3,0,0,20180907
yvamofficial,12,390,3,0,0,0,20180829
yworldjapan,12,150,0,0,0,0,20180123
