instagram_id,max_posts,follower,numMonth,numWeek,numMonthTag,numWeekTag,recent_post_date
nishinomiya_mamaclub,12,1087,12,10,0,0,20180907
chiiichell,0,365,0,0,0,0,19700101
24.7graphics,12,37,4,0,0,0,20180826
24.7.xoxo,5,55,5,3,0,0,20180904
24fragrance_inc,12,402,2,1,0,0,20180831
24fuku_kani,1,3,1,1,0,0,20180902
24hpdrivewithpet,12,49,1,0,0,0,20180830
an.ge2688,12,208,12,4,0,0,20180906
24to3,12,3169,12,9,0,0,20180906
niko2_handmade,8,8,3,1,0,0,20180831
2_5_dpro,12,252,0,0,0,0,20171207
25sug25,12,302,4,0,0,0,20180826
stella___0925,12,57,1,0,0,0,20180820
278_official,12,789,12,7,9,7,20180907
_27_regalo,6,13,1,0,0,0,20180823
handmade2802,12,52,4,2,0,0,20180906
2884k,12,3136,10,0,0,0,20180827
coffeestand28,12,883,12,7,0,0,20180906
28shop,2,8,0,0,0,0,19700101
2929ya_chata,12,166,1,0,0,0,20180810
sukesukemama,12,28,12,1,0,0,20180903
janiland_jp,12,1104,12,2,0,0,20180901
petit_sylph,12,102,0,0,0,0,20180304
2amo_acc,12,69,0,0,0,0,20180215
a_tsubaki,1,2,0,0,0,0,20170111
official_2face,1,46,1,1,0,0,20180906
er27i_27,12,246,12,6,0,0,20180906
2ndchildhood1983,12,20,12,0,0,0,20180825
greengrove.shop.f,12,478,12,12,0,0,20180907
2rc_official,12,828,0,0,0,0,20180603
2taktstore,12,36,5,1,0,0,20180904
2toms.shop,6,15,3,0,0,0,20180824
301.studio,12,1542,11,3,0,0,20180905
30_24100,12,4450,3,0,0,0,20180825
sanzerosan,12,127,3,3,0,0,20180903
littlemy1988,12,416,12,3,0,0,20180904
fancysaoaccessory,12,284,5,1,0,0,20180902
30sfashionstore,12,489,0,0,0,0,20180513
310and,12,15,1,1,0,0,20180907
310cafe,12,554,12,7,0,0,20180906
31tomoko,12,688,12,5,0,0,20180906
320design,12,352,12,6,0,0,20180905
atelier_324,3,16,2,1,0,0,20180901
3244HIGE,12,3469,12,4,12,4,20180906
32.4zacca,12,112,1,0,0,0,20180818
sakaguchimizuna,12,1304,4,3,0,0,20180907
sunny_day_tailor,12,262,4,1,0,0,20180903
ayako32flavors,12,242,12,6,0,0,20180907
tsumugimochi,12,50,5,0,0,0,20180824
3301hakuba,12,293,6,1,0,0,20180902
ma_nya_m1,12,322,3,0,0,0,20180824
mimip33,12,3624,12,6,0,0,20180907
33mylife33,12,115,3,0,0,0,20180829
lovelovejolie,12,221,4,0,0,0,20180821
kitchen_qumo,12,299,4,1,0,0,20180901
33.ribbon,12,374,11,0,0,0,20180830
b.and.f.okinawa,0,95,0,0,0,0,19700101
35degree.sendai,12,842,8,5,0,0,20180906
and_kakogawa,12,581,12,11,0,0,20180907
everyday365t,3,2,0,0,0,0,20160419
366days_shop,12,235,12,12,0,0,20180907
insta_of_369,12,58,12,4,0,0,20180905
hikaru369,12,68,12,11,0,0,20180905
three.six.auto,12,668,2,1,0,0,20180902
37camp,12,106,7,2,0,0,20180906
hacchi_1222,12,2136,12,10,0,0,20180907
vabtokyo,12,210,8,1,0,0,20180905
3daywear,0,0,0,0,0,0,19700101
id.arts,12,587,12,11,0,0,20180904
3doo_omotesando,1,89,0,0,0,0,20180803
id.arts,12,587,12,11,0,0,20180904
greengrove.0509,12,863,10,10,10,10,20180907
factorlink.jp,9,14,0,0,0,0,20180423
3INguitar,12,152,9,1,0,0,20180906
3o_spice,12,3434,12,9,0,0,20180907
3percent_official,9,365,2,2,0,0,20180906
yukiosugiura,12,797,6,2,6,2,20180907
3stitch.seiya,12,105,6,2,0,0,20180905
_3suns_and_moon_,2,3,2,0,0,0,20180824
chalkart3sz,12,1034,2,0,0,0,20180829
mitsu_yuu,0,15,0,0,0,0,19700101
y_____tata,12,362,3,2,0,0,20180904
403_store,4,4,4,2,0,0,20180903
405select,12,58,0,0,0,0,20180522
yonichimarusan,12,434,9,2,0,0,20180906
ateliershiiji,12,82,4,1,0,0,20180902
418project,12,178,0,0,0,0,20180721
run_record,12,63,5,0,0,0,20180830
shop424_official,12,181,6,3,0,0,20180905
428craft,12,555,12,5,0,0,20180905
jiro4496102,12,801,1,0,0,0,20180828
456saikan,12,386,0,0,0,0,20180526
simofuriberry,5,3,5,0,0,0,20180822
shirofukurosya,12,5599,12,12,0,0,20180906
shiroyamaperl,12,54,5,2,0,0,20180905
shirokuma_seikaten,12,163,5,1,0,0,20180904
46n_yoron,12,1147,12,2,0,0,20180903
siwa4832,12,290,1,0,0,0,20180829
4989_official,12,186,8,3,0,0,20180905
4clovercross,12,459,12,3,0,0,20180903
4hannari,12,154,12,6,0,0,20180907
kiyomiyamano,12,237,12,12,0,0,20180903
milinfeng,12,111,5,1,0,0,20180901
4johan_shoten,12,446,12,2,0,0,20180905
lucky_leaf,12,105,8,1,0,0,20180905
all_knowing_nothing,12,1475,12,2,0,0,20180904
quatre.100,12,63,12,12,0,0,20180906
cafefourthwall,12,146,3,1,0,0,20180904
4ts_beauty,12,708,0,0,0,0,19700101
4clover.kids,12,1130,12,6,0,0,20180907
4volt_tshirts,12,267,12,3,0,0,20180907
4x4freaks,12,11,0,0,0,0,19700101
50ehon,12,45,0,0,0,0,20160809
50l50.official,12,210,2,1,0,0,20180901
goto_udon,3,208,2,2,0,0,20180902
goto_leather,12,552,1,0,0,0,20180816
513moment_for_kids,12,259,0,0,0,0,20180722
5150products,12,143,0,0,0,0,20180413
jz.yuya_kawashima,12,264,12,0,0,0,20180830
51works,12,1323,0,0,0,0,20180713
konishiseisakusyo,12,21395,12,2,0,0,20180904
miyamoto5291ban,12,480,9,1,0,0,20180902
52byou_b,12,256,12,2,0,0,20180906
52w.newspaper,12,480,1,0,0,0,20180825
homecoffeeroaster,12,8433,12,10,0,0,20180907
54wedding_naco,12,424,12,7,0,0,20180906
yamaguchihousui,12,5593,12,12,0,0,20180907
558apartment,12,409,3,2,0,0,20180905
55gohan,12,2011,12,3,0,0,20180906
55pup,12,122,7,1,0,0,20180901
chinpunrocket,12,9773,12,3,0,0,20180905
fab_baby_kids,12,224,12,4,0,0,20180905
yuna_bonheur,12,1118,12,8,0,0,20180907
583koyomi_shohei,12,288,12,4,0,0,20180906
58man_handmade,12,607,4,1,0,0,20180902
5blingjapan,12,353,1,1,0,0,20180902
hanao2018,12,98,8,1,0,0,20180905
5gatsudo,12,1414,12,1,0,0,20180831
5ive_____star,12,116,0,0,0,0,20180716
5_knot,12,2715,12,5,0,0,20180905
5letters.shop,12,41,0,0,0,0,20180805
__5moons,12,48,12,6,0,0,20180906
saya.crazy2,12,180,12,5,0,0,20180906
fifth_ave___,12,128,1,0,0,0,20180810
5.think,12,390,8,0,0,0,20180830
5w1h_official,0,44,0,0,0,0,19700101
619apartment,4,17,4,4,0,0,20180903
m62dst,12,149,4,1,0,0,20180902
magallanica6140,12,80,11,3,0,0,20180905
candyrain65,5,15,0,0,0,0,20180505
6664baseshop,12,223,2,0,0,0,20180825
julian.kato.base.1,12,107,12,12,0,0,20180904
6backwoods,12,156,0,0,0,0,20180723
usamikumiko,12,67,3,3,0,0,20180906
roku.sensei,12,1525,7,0,0,0,20180826
6seed,12,1243,12,4,0,0,20180903
102_oneotwo,12,1851,12,7,0,0,20180907
6sense0901,12,25,0,0,0,0,20180704
6thsenseplus,12,288,6,0,0,0,20180828
6t_leather_works,12,7539,12,12,0,0,20180907
70seeds,12,187,1,0,0,0,20180829
716DROP,12,372,12,7,0,0,20180906
recit.n,12,9,0,0,0,0,20180715
ysd723,12,601,8,2,0,0,20180905
merya.jp,12,399,12,9,0,0,20180906
bebe_1115,12,3460,2,1,0,0,20180904
rm_syndrome,12,133,12,4,0,0,20180904
72works_jewelry,12,168,6,2,3,2,20180902
N_PON_M1126,12,474,12,2,0,0,20180903
nagomi753plus,7,11,4,4,0,0,20180903
75.handmade,12,108,6,3,0,0,20180901
7585chan,5,13,1,0,0,0,20180828
75_75_s,12,180,6,1,0,0,20180903
aki33aki,12,302,5,1,0,0,20180905
1977circa,12,21690,12,7,0,0,20180907
794kimono,12,63,6,5,0,0,20180904
7bdots_official,12,1642,8,3,0,0,20180906
sevenchakrajewelry,11,6,0,0,0,0,20180323
7_cherry495,12,100,8,3,0,0,20180906
7days__shop,12,128,12,11,0,0,20180907
7dots_shop,12,34,0,0,0,0,20170528
sevendreams19972018,7,157,3,3,0,0,20180904
7ethereal7,12,28,1,0,0,0,20180814
7fancy_base,12,78,12,10,0,0,20180907
7fashion_foryou,12,111,0,0,0,0,20180609
matchbox0,12,59,12,4,0,0,20180906
emiko_egami,12,122,0,0,0,0,20180805
__7ko____,12,854,4,1,0,0,20180831
lifeescort.slc,12,91,9,8,0,0,20180905
7matsugoro_staff,12,354,1,0,0,0,20180811
7milesclub,12,1668,12,7,0,0,20180906
nana.neko.factory,1,0,0,0,0,0,20180619
7_quartz_factory,12,83,12,6,0,0,20180907
7kai22,12,225,12,5,0,0,20180907
7th._.heaven,3,3,0,0,0,0,20170315
7thfanfare,12,11,0,0,0,0,20170808
7tty___7tty,12,79,0,0,0,0,20171103
7uptoys,12,83,7,1,0,0,20180906
7wonders_online,12,53,1,0,0,0,20180822
yamaya_candy,12,54,12,6,0,0,20180907
80mohala.official,8,92,8,3,0,0,20180907
sumida,0,7,0,0,0,0,19700101
nekomasho,12,199,12,0,0,0,20180823
827factory,12,10,2,1,0,0,20180903
84no3,11,2,0,0,0,0,20180628
86400_tokyo,0,1,0,0,0,0,19700101
868stones,12,114,6,2,0,0,20180905
86balloon,12,395,12,6,0,0,20180906
naitichi,12,450,12,11,0,0,20180907
hanasounin,12,2614,2,0,0,0,20180819
87accessory,12,117,3,0,0,0,20180822
87kuriyama,12,71,9,1,0,0,20180904
87_sports,12,296,12,6,0,0,20180906
87toiro,12,351,4,0,0,0,20180823
ushijima_masanori,12,540,0,0,0,0,20180618
store888beans,12,106,0,0,0,0,20180806
lulunail888,1,16,0,0,0,0,20180801
888sya,12,21,0,0,0,0,20180522
88_radiant,12,167,12,0,0,0,20180830
88wooddesignworker,12,644,0,0,0,0,20180312
yakushimastyle,12,97,0,0,0,0,20171005
yakushima_gelato_soraumi,12,577,6,2,0,0,20180906
___8999___,12,209,7,1,0,0,20180904
89xiiitokyo,12,1578,2,0,0,0,20180822
8abeille8,12,76,11,2,0,0,20180903
8amulet,12,149,0,0,0,0,20180721
ayakaozaki8888,12,414,12,5,0,0,20180906
calm__calm,12,941,12,11,0,0,20180907
8circle_japan,12,310,12,6,0,0,20180907
8colon,12,1,0,0,0,0,20180601
8design_eight_design,12,106,0,0,0,0,20180502
_8happy_,12,1594,6,1,0,0,20180831
8knot_sankac,12,461,4,1,0,0,20180905
8kumas,12,793,4,0,0,0,20180822
eight_league_fukuoka,12,581,2,2,0,0,20180905
merci__handmade,12,1763,3,1,0,0,20180904
8moji,12,868,1,0,0,0,20180826
8nibunnoichi,12,1314,12,2,0,0,20180906
8nos_studios,0,6,0,0,0,0,19700101
8octave_shop,12,39,3,0,0,0,20180830
8ou_style,12,28043,12,11,0,0,20180906
8_paris_rock_tokyo,12,3405,5,1,0,0,20180905
8piece8,12,335,1,1,0,0,20180902
8times_corner_store,12,735,12,8,0,0,20180907
viiixagono,12,317,8,1,0,0,20180901
viiixagonoolive,10,74,0,0,0,0,20180418
furugi90s,12,71,12,5,0,0,20180907
shigayuki,0,1,0,0,0,0,19700101
tomomomi_910,12,48,2,1,0,0,20180831
910mokko_woodwork,12,3638,8,3,0,0,20180904
912shop,12,139,12,7,0,0,20180906
kuchinashi_desu,12,366,12,12,0,0,20180831
kasumika_setsuna,12,153,0,0,0,0,20180427
yuki_surfergirl,12,608,1,1,0,0,20180904
varietystore_935star,12,647,12,7,0,0,20180906
speedspunky69,12,483,12,2,0,0,20180907
93sketch,12,107,3,0,0,0,20180824
collect_a_,12,117,12,8,0,0,20180906
94_union,12,76,1,0,0,0,20180812
95hair,12,1553,12,12,0,0,20180907
9manami6,12,110,0,0,0,0,20180723
96tokyo,12,98,3,0,0,0,20180827
97__ss__,12,738,5,1,0,0,20180831
_997226_,12,174,4,0,0,0,20180821
tky51,12,297,12,8,0,0,20180905
9monoue,3,24,3,1,0,0,20180903
9ninehalf,12,124,0,0,0,0,20170821
9th.hotel,12,764,2,0,0,0,20180813
__littlesuperstar,12,953,8,2,0,0,20180906
flamingobeach.1,12,18482,12,7,0,0,20180906
fashion.augmented_reality,12,194,2,0,0,0,20180816
a24hr8m,12,564,5,2,0,0,20180904
jewelry_miya,12,1349,0,0,0,0,20180528
a4.jp,12,477,2,1,0,0,20180903
a.a.1_a.w,12,614,5,1,0,0,20180901
___.1219,12,42,1,1,0,0,20180906
moro3273,12,318,5,1,0,0,20180902
hata_ayumi.official,12,631,0,0,0,0,20180807
anee_original,12,3431,2,0,0,0,20180817
antiagingfoodassociation,12,98,6,2,0,0,20180904
la___toile,12,442,12,12,0,0,20180907
aakasha.japan,12,33,12,7,0,0,20180906
aana_colorful,12,169,12,12,0,0,20180907
aandkbrands,12,48,10,3,0,0,20180904
aandrjpn,12,64,3,0,0,0,19700101
aands.love.com2018,12,160,12,3,0,0,20180901
allaboutparadise,12,309,12,6,0,0,20180906
AAR_BOUTIQUE,12,793,10,1,0,0,20180901
aarea_,12,348,2,2,0,0,20180903
aasha.jp,12,180,9,3,0,0,20180906
abadi_official_,12,77,2,0,0,0,20180825
anniversaryballoon,12,69,12,6,0,0,20180906
a_base.aomori,12,154,12,2,0,0,20180906
abask_official,5,21,3,1,0,0,20180903
abcom.dp,12,172,1,0,0,0,20180831
t____abe,12,657,0,0,0,0,20180806
abe_honoka,12,10051,3,1,0,0,20180905
abemaria.7777,12,178,7,0,0,0,20180824
abesakebrewery,12,577,9,2,0,0,20180903
uotake.abe,12,255,12,6,0,0,20180907
happy_5_lucky,12,92,12,7,0,0,20180907
abie.yukari,12,231,0,0,0,0,20180804
abihokun,12,230,0,0,0,0,20180422
bota_craft,2,56,2,1,0,0,20180902
abirakurara,12,263,11,2,0,0,20180906
ablabo_work,12,604,1,0,0,0,20180814
aboveu_official,12,37,4,0,0,0,20180827
a_brutproject,12,391,6,6,0,0,20180903
abu.jewelry,12,206,0,0,0,0,20180520
abuso_official,12,31,0,0,0,0,20180625
asianbutterfly0,3,5,0,0,0,0,20171015
ac09sege,12,1275,12,0,0,0,20180828
onlineacacia,7,20,0,0,0,0,20180329
empexp,12,149,5,2,0,0,20180904
kiyoe175,0,183,0,0,0,0,19700101
acapulcogoldjp,12,2465,12,2,0,0,20180905
acochillcamp,12,1467,0,0,0,0,20180521
l.a.depo_kanazawa,12,322,10,4,0,0,20180906
a.accessory0707,12,49,12,3,0,0,20180907
accessoryparts,12,49,0,0,0,0,20180322
accessory.kay,12,128,1,0,0,0,20180828
kiiroino,12,696,12,5,0,0,20180905
plus_a.accessory,12,1693,12,0,0,0,20180827
tie_accessory,12,75,7,0,0,0,20180831
yxxko1188,12,56,12,12,0,0,20180905
acce_yuragi,12,103,12,7,0,0,20180905
acchakoccha,12,687,12,2,0,0,20180905
hiroto514,0,13,0,0,0,0,19700101
ACCIDENT_instagram,12,20242,12,12,0,0,20180907
accessorynow,12,75,0,0,0,0,20180622
_accommode,12,127,4,2,0,0,20180907
accordapparel2018,1,0,0,0,0,0,19700101
ufoinc.jp,12,206,4,1,0,0,20180907
ace._official,12,10098,0,0,0,0,20180729
acehanbai,0,84,0,0,0,0,19700101
andyou.acell,4,17,2,0,0,0,20180821
acem333talworks,12,555,12,0,0,0,20180826
keita.0406,12,16593,12,2,0,0,20180906
aceplus_webstore,12,88,4,1,0,0,20180901
ruru.ace,12,33,2,1,0,0,20180906
aceusedclothing,12,284,12,9,0,0,20180907
achsshopiina,12,460,2,1,0,0,20180906
achaca.illustrator,12,610,8,3,0,0,20180907
selectshop.achell,12,14518,12,10,0,0,20180906
achinami,12,30346,11,4,0,0,20180906
acho_pudding,12,1217,12,3,0,0,20180906
atelierchouchou_,12,466,12,6,0,0,20180907
achtoxica,5,13,3,1,0,0,20180902
selectshop_acidcandy,12,511,12,7,0,0,20180907
ALOHACOFFEELAB,12,1964,6,1,0,0,20180903
acle.jp,12,24,7,3,0,0,20180907
online_shop_aclee,12,674,7,1,0,0,20180902
aclette_offcial,12,126,6,1,0,0,20180904
acousticlounge,12,52,4,0,0,0,20180827
a.collective.tokyo,0,0,0,0,0,0,19700101
acoryonm,12,5034,11,6,0,0,20180905
oshima.acoustic,12,28,8,5,0,0,20180907
acs_ols,12,1695,12,2,0,0,20180905
actgallery,12,148,1,0,0,0,20180817
actibase,12,1311,9,1,0,0,20180904
actincloth,12,23,8,3,0,0,20180903
activekids0,12,505,12,3,0,0,20180907
activem_japan,12,158,4,1,0,0,20180831
m_petit_s,12,35,5,2,0,0,20180904
actwith_base,0,0,0,0,0,0,19700101
acuodbychanu,12,3425,4,0,0,0,20180829
acuore_inc,12,134,4,2,0,0,20180902
a.cuore,12,76,1,0,0,0,20180810
_wateroom_,12,387,4,1,0,0,20180904
shokokono,12,1143,12,8,0,0,20180907
acyl170401,12,59,1,1,0,0,20180831
emiadachi_kamikirimushi,12,1114,12,5,0,0,20180906
adachinana1228,12,611,3,0,0,0,20180826
adachinoen,12,8,2,1,0,0,20180902
adagio_web,12,65,0,0,0,0,20180727
adalu.jp,12,1447,12,4,0,0,20180906
adatto__,12,395,0,0,0,0,20180801
aday302,12,74,1,0,0,0,20180812
adcommons2,7,23,0,0,0,0,20180729
addic_official,12,300,3,0,0,0,20180818
fraaneaddict,12,676,12,8,0,0,20180905
addiction_jemb,12,221,11,0,0,0,20180829
addictionfukuoka,12,1959,12,7,0,0,20180907
addictoneguitars,12,667,1,0,0,0,19700101
addmake_official,12,2051,10,2,0,0,20180906
addorchange,12,808,12,4,0,0,20180904
addsports1989,12,627,3,0,0,0,20180827
addtoyou.1,12,383,12,12,0,0,20180907
adeclear.s,12,41,2,0,0,0,20180825
adele.dog_wear,6,1,0,0,0,0,20180213
adelheid_brand,12,275,5,0,0,0,20180830
olivebasile,12,1134,12,12,0,0,20180907
adeos.fukui,12,2445,12,2,0,0,20180905
tanon1298,12,100,0,0,0,0,20180728
admaiora_designare,12,23356,7,2,0,0,20180904
ars_admeliora,12,71,12,12,0,0,20180907
admely0416,0,0,0,0,0,0,19700101
porichiparu,12,25566,12,9,0,0,20180906
amita642,12,81,5,5,0,0,20180907
admirerflowers,12,188,12,5,0,0,20180907
adolfo__official,12,3913,3,0,0,0,20180819
adom_tokyo,0,23,0,0,0,0,19700101
adoompom,12,1088,12,4,0,0,20180906
alterdesatisfy,12,178,2,2,0,0,20180906
adulte_mignon,12,287,12,12,0,0,20180907
adultvirus,12,23,0,0,0,0,20180503
adusaai,12,97,0,0,0,0,20180630
advancebychic,12,1119,12,9,0,0,20180906
advance_my_way,12,17,12,2,0,0,20180905
audrey_harajuku,12,468,2,0,0,0,20180811
canacat,12,1150,12,3,0,0,20180905
findfield_onlineshop,12,71,12,12,0,0,20180906
aeka.clothet_,12,117,11,11,0,0,19700101
a_e_k_a_,12,580,0,0,0,0,20180804
aelee_official,12,2021,6,0,0,0,20180827
epiorunisu,12,59,12,2,0,0,20180905
aera_online,12,94,0,0,0,0,20180105
aesthetic.y,4,2,0,0,0,0,20160331
afarbazaar,12,300,12,8,0,0,20180907
affect___official,12,161,0,0,0,0,20180114
affidamento_life,12,1206,11,0,0,0,20180831
affis_official,12,251,12,3,0,0,20180906
afleru,12,849,10,3,0,0,20180907
naokominowa,12,90,1,0,0,0,20180808
afos247,12,1239,9,0,0,0,20180818
africaman2018,12,270,10,4,0,0,20180907
afrirampo_jp,12,865,0,0,0,0,20180603
afros.kh,12,36,0,0,0,0,20180730
saori.0812,12,439,12,7,0,0,20180906
pinaata_plusafterimage,12,10,1,0,0,0,19700101
detourspost,12,257,5,1,0,0,20180901
afterhoursjp,12,80,0,0,0,0,20180731
afujisakura.matsumotoyoko,12,70,12,1,0,0,20180904
again_official_ec,0,3,0,0,0,0,19700101
agai_tida,12,14,0,0,0,0,20180715
agani_selectshop,12,163,12,2,0,0,20180902
agapeetos,12,124,12,1,0,0,20180902
agatisnunonapu,12,208,6,3,0,0,20180901
age1727,12,119,3,0,0,0,20180828
ageciao_amifood,12,324,0,0,0,0,20180207
agem_acc,12,109,1,0,0,0,20180821
a_gent_tokyo,12,1800,12,3,0,0,20180907
aphroditegangholdings,0,0,0,0,0,0,19700101
aght_official,6,42,6,0,0,0,20180824
agijagi2018,12,23,12,5,0,0,20180905
agl.tokyo,12,195,5,4,0,0,20180907
agly.aya,12,2596,0,0,0,0,20180725
