shop_id,max_posts,follower,numMonth,numWeek,recent_post_date,insta_id
hirochikamachida,12,1794,12,8,20180816
asachill,12,12366,12,3,20180815
asagoromo929,12,86,12,3,20180815
mieharapeko,12,1049,12,4,20180813
asayoru_used,12,33,4,0,20180806
a_select0505,12,32,2,0,20180801
asselect710,12,177,0,0,20171215
asgrow148,12,778,2,1,20180812
ashley_reekome,12,812,9,2,20180816
astraios_shop,12,286,0,0,20171018
astrojemimas,6,7,0,0,20170411
asuka.shimada,12,203,0,0,20180706
asuka_kawazu,12,55814,12,9,20180816
at123handmade,12,163,9,0,20180807
ataraxia_k,12,169,0,0,20180703
atelier_s111,12,473,12,5,20180816
atelier_lab,12,3516,0,0,20180626
atelier307,12,402,12,2,20180811
okinawa.atelier43,12,351,12,5,20180814
atelier_dodo,12,289,9,3,20180813
ateliere.acco,12,340,11,0,20180808
NA,12,56071,1,0,20180725
atelier_rooms,12,478,12,2,20180816
pine_create_web,12,488,6,3,20180813
ateliersango,12,258,3,1,20180810
atelier_fiction,12,41,0,0,20180416
hirakata_may,12,153,0,0,20170625
atiromavs,12,266,3,1,20180816
atlaspedal,12,136,10,3,20180814
atomamakids,12,154,3,1,20180809
atoron_art,12,168,3,2,20180816
atsugear,12,345,3,0,20180801
atsuminouen2nd,12,217,7,3,20180816
attara117,12,188,10,4,20180816
attiy_bag,12,535,3,1,20180809
Aumbak,12,275,1,1,20180809
_____awihi,12,176,0,0,20180123
axesroom_official,12,148,5,0,20180807
ayaka.takeuchi625,12,4258,12,6,20180815
aya.made,12,605,2,0,20180723
mlletco,12,146,1,0,20180806
ayurworld.jpn,0,30,0,0,19700101
ayyyah258,12,500,7,3,20180815
ayaminn_,12,208,12,4,20180814
azakuma3,12,67,4,1,20180810
marble.b.b2,12,88,2,0,20180727
babylonzoo2000,12,512,12,5,20180813
babyme.babyme,12,253,0,0,20180306
bahnabeer,12,85,4,0,20180804
himi5,12,440,1,1,20180812
NA,12,56071,1,0,20180725
bakuchoya_net,12,267,12,3,20180815
balisage0124,12,67,0,0,20170724
b_and_b,12,179,6,0,20180806
bando_inc,6,9,0,0,20151119
baobab_store,12,60,0,0,20180525
NA,12,56071,1,0,20180725
barberia1989,12,166,5,1,20180813
bartendercafe,12,251,4,0,20180803
barok_tokyo,12,1063,12,4,20180816
basement_bloom,12,304,7,1,20180810
bassculture,12,1032,12,4,20180813
prefere_aco,12,238,4,0,20180809
baubau,0,1,0,0,19700101
bavoletful,12,138,1,0,20180722
bazf.official,12,230,4,1,20180815
bcr_kino,12,96,1,0,20180807
bdli_jp,12,199,0,0,20180716
beachflap,12,393,12,6,20180816
bean_product,12,1612,0,0,20180702
haruka.sakurai41,12,408,3,0,20180802
shibuyanchi,0,61,0,0,19700101
bm_japan,12,225,4,0,20180729
beautysalonmy,12,93,3,0,20180723
b.eave.r,12,170,5,1,20180810
bebe_couture,12,129,1,0,20180718
beer2life,12,175,12,6,20180812
craftbeer_cafe,12,1202,5,1,20180812
toa_beerillustrator,12,119,0,0,20170530
behappy.a,12,103,0,0,20180611
beijar_accessory,12,147,0,0,20180628
belladonna.noir,12,598,5,1,20180811
bellcloset_for_dog,12,1247,0,0,20180520
bellelavie2017,12,211,10,1,20180810
kohei_1991_,12,1166,12,9,20180816
benciny,12,338,3,0,20180803
be.ni.o,12,245,4,1,20180811
_benir_,12,84,0,0,20180613
beni_417,12,312,1,0,20180726
berrry.closet,12,494,12,3,20180816
kiko.b_garden,12,663,12,0,20180808
bringing_heaven_to_earth,12,893,12,0,20180731
bibish_cheemohat,2,3,0,0,20161128
bible5090,12,1349,11,5,20180816
biene_baby_kids,12,47,0,0,20180627
bienmore,12,1140,12,12,20180816
chi_mustard,12,106,0,0,20180625
big_land_11,12,507,12,4,20180816
handmademeee,12,1758,0,0,20180521
CYCLEPAL81,12,30,0,0,20170126
billig.kawaii,12,823,0,0,20180302
billk_mowa,12,317,1,1,20180810
bimbamboom_tokyo,12,471,3,2,20180813
biobeauty.cosme,12,6,0,0,20180504
biolife_lab,12,491,1,1,20180811
chie_kasanuki,12,137,1,0,20180721
shoperzu,12,698,5,1,20180814
art_en_corporation,12,525,2,1,20180810
tomokix115,12,559,6,1,20180811
bitter20120301,12,1535,2,1,20180810
blairaccessories,12,348,5,1,20180810
blair.select,12,239,0,0,20180530
blancheur.ginza,12,1207,4,2,20180814
blanc_kee,12,500,4,0,20180802
blanco_atago,12,467,12,12,20180811
blendofukuoka,12,184,6,1,20180809
blessingstone.kei,12,1679,12,10,20180816
blinders.jp,12,593,12,1,20180813
blissteen,12,624,12,7,20180814
blitz315,12,522,12,4,20180815
t_nakakura,12,870,7,1,20180815
blueblue84,12,543,5,1,20180813
flower___village,12,661,12,4,20180812
rili_aloha,12,762,12,2,20180811
blue_and_jazzmin,12,462,0,0,20180609
blueroom115,12,339,1,1,20180810
bluespoon_coffeeroasters,12,963,5,2,20180816
beauty_merrows,12,186,4,1,20180810
boooccckkkyyy,12,2001,7,0,20180807
katsukichi_official,12,495,10,1,20180814
bodysong_,12,4543,3,0,20180726
poleandlinejapan,12,219,1,0,20180724
boho_kiki,12,59,0,0,20180704
boite_a_bijoux,12,535,12,4,20180816
hanaesatoshi,12,595,12,2,20180816
bon_amu,12,26193,12,2,20180814
bondir_acc,12,37,7,4,20180814
bong_ojisan,4,16,1,1,20180814
bonkura0816,12,13910,11,3,20180813
bonsairecord,12,305,4,1,20180815
bonsaiyatoki,12,2954,12,3,20180815
bontique__,12,261,12,4,20180815
borsaio,12,132,3,1,20180811
botanical_sendai,12,2581,12,6,20180816
mensmelrose_h,12,1996,12,12,20180816
bowljuice,12,657,2,1,20180811
breathhamamatsu_official,12,1204,12,8,20180815
brezza_official,5,26,0,0,20160706
atelier_brezza,12,431,1,0,20180719
brighter.arisa,12,730,8,2,20180815
brilante_accessory,12,228,0,0,20180411
45ma2,12,563,12,6,20180815
bring_official,12,1161,0,0,20170814
yunism2,12,335,0,0,20180702
brilliant_pear,12,454,0,0,20180702
brooklyn_furniture,12,576,0,0,20180406
browns_field,12,1676,12,0,20180804
bruce_2nd,12,230,4,1,20180815
brun_room,12,2889,6,2,20180814
sozai_restaurant_brutus_,12,138,4,0,20180806
hofu9a,12,848,6,1,20180811
business_shoes_store,12,79,0,0,20180606
usedshop_bubblegum,12,1119,0,0,20180623
KIM_YANGPHI,12,347,2,2,20180815
fugsaya,12,351,12,4,20180815
buffalo_tracks,12,465,12,2,20180816
bugrassfarmers,12,842,12,4,20180815
yusshiiii,12,163,12,4,20180815
bunkichiya,12,151,10,0,20180809
bunseisya,12,198,12,4,20180815
bureikoh.project,12,239,12,1,20180813
bustacrew06,5,13,0,0,20170904
butterflyyogi.jp,12,1430,0,0,20180618
rightfitclub,12,626,7,1,20180811
nuno.jp,0,0,0,0,19700101
by164paris.jp,12,115,6,0,20180728
by6sense_inthecloset,12,889,12,2,20180809
by_kou,12,62,2,1,20180811
cadeau_d_amour,12,223,5,0,20180802
cadetto,12,144,3,1,20180814
cafecherish,12,702,12,1,20180812
cafeeru,0,736,0,0,19700101
cailin.agus.grandma,12,141,0,0,20161130
calendarstheband,12,361,1,1,20180809
caliner_pic,12,110,3,1,20180811
candly_info,12,966,12,2,20180814
capricemaimade,12,169,0,0,20170703
carina.823,12,183,0,0,20180707
carpediem_est2015,12,316,8,1,20180811
carpediemofficialjapan,12,731,12,7,20180816
carrie.closet,12,804,4,0,20180805
carte.official,12,38,3,1,20180811
arakicase,12,45,0,0,20180608
castella_note,12,991,2,1,20180815
cat___cake,12,1234,12,0,20180803
cazaruomotesando,12,484,0,0,20170531
cbd.official,12,1316,1,0,20180803
can_d_shop,12,297,12,4,20180815
celery.rrr,12,959,12,1,20180815
cem_broche,12,21,0,0,20180525
cenote_cafe.nail,12,704,12,7,20180814
cento_f,12,24,4,0,20180720
ceramica_shigemi,12,53,12,2,20180815
cereal_koenji,12,1733,12,4,20180815
conforto.facil,12,228,0,0,20180711
chaaami717,12,660,12,3,20180815
chacOrange,12,118,10,4,20180816
chai.kha,12,4057,12,5,20180814
Chakimam,0,447,0,0,19700101
cmxacce,12,176,8,3,20180814
chambrette.kmp,12,526,12,12,20180815
champ_de_blanc,12,346,4,1,20180814
pt_alo,12,64,0,0,20170321
chapechapic,12,1556,12,6,20180815
charatme,12,563,5,0,20180720
iiiiiiiiiijiiiiiiiiii_a,12,81,0,0,20171207
charlottestore.jp,4,0,0,0,20160306
charmant_coco,12,856,2,1,20180811
deliciousweets,5,81,0,0,20160329
yuzo_ishida,12,5071,12,8,20180814
boutique_chau,12,191,0,0,20180623
CHAUTESEI,12,509,12,5,20180815
kanakokitaura,12,228,12,8,20180816
cheerful_puppets,12,79,0,0,20180610
cheeky.jp,12,73,0,0,20180614
chic_by.elegant,12,186,0,0,20180529
CHICO97CHICO,12,1624,2,0,20180807
chidapan.hakone,12,1788,12,5,20180815
chr.fashion,12,92,0,0,20170910
chikoakuse,12,83,5,1,20180810
Chillax41,12,217,0,0,20180607
chillchair_koenji,12,1922,2,1,20180810
chillhousejp,12,158,3,0,20180807
ryochion,0,1247,0,0,19700101
chipmunk_taddyhare,12,1450,11,1,20180814
chisa_works_handcrafted,12,64,10,3,20180815
choco_mint.hedgie,12,32678,12,9,20180816
chiyoco000,12,62,0,0,20180218
bambi_garden,12,1053,12,2,20180812
choco_mint30,12,288,0,0,20180602
shop.chocos,11,18,0,0,20170806
tatami_shop_chonan,12,316,5,0,20180803
chouchou_kaori,12,374,2,0,20180720
ma__chouchoute,12,179,0,0,20180702
maybe_a_bit_chubby,12,194,0,0,20180615
chuheekorea,12,1189,0,0,20180628
NA,12,56070,1,0,20180725
cielblue_brilliant,12,176,2,0,20180808
ciel_vif,12,131,6,3,20180815
telynmoto,12,160,12,6,20180815
choose.choice,12,352,0,0,20180627
cioca37,12,722,12,9,20180816
atelier_ci_pu,12,86,2,0,20180723
circa_kobe,12,4312,12,8,20180816
circlepartyofficial,12,263,12,7,20180816
ciroc_x_ciroc,12,262,0,0,20180422
cissy.tokyo,12,21,0,0,20180524
cissylady_info,7,2,3,0,20180720
___ciclo,12,302,9,2,20180816
natsunatsulily,12,2314,3,0,20180803
clara.salon.01,12,610,12,4,20180814
closet_bar,12,459,2,1,20180816
reincarnation_tyo,12,346,5,0,20180730
kawakami.shiho,12,680,5,1,20180811
cocoa1762,12,104,0,0,20180715
beachjewelry_cocobeach,12,78,10,1,20180811
coco.cbaby,12,545,10,4,20180815
cocohalle_official,12,44,1,0,20180723
select_shop_cocon,12,169,0,0,20180318
cocon_iro_soushingu,12,346,12,2,20180814
maisonde_ao,12,87,7,0,20180807
cocoryne,12,857,12,4,20180815
coenoe,5,3,0,0,20170415
coffeeroasterie.KATANA,12,148,0,0,20180629
cojunshoten,12,87,6,1,20180814
collectroom,12,122,0,0,20180407
commabag,12,1883,8,2,20180815
complex_boost,12,212,0,0,20180619
selectshop_confeet,12,127,0,0,20180507
michi_amanagawa,12,56,0,0,20180714
cookie_ya_sally,12,366,4,1,20180812
nagysan,12,195,5,0,20180805
corazon.acce,12,175,10,4,20180815
NA,12,56071,1,0,20180725
corecolor365,12,523,12,3,20180816
cosyhana,12,88,5,1,20180813
_cotesunday_,12,69,0,0,20180408
cotoha_broderie,12,1749,12,3,20180815
coutu.and,12,528,12,4,20180816
yuko.cm1013,12,405,4,2,20180815
ko_bo_daishi,12,64,12,1,20180816
goutte_acc,12,30,0,0,20180706
imadamomoko,12,146,11,0,20180802
creambaseshop,12,106,0,0,20180302
creativefrenchtoast,12,2124,12,1,20180810
rami_hoshinomiya,12,80,1,0,20180806
crude.yamada,12,882,7,1,20180810
cruxpark,12,781,12,5,20180816
c.s.sakura,12,283,12,5,20180811
cstreet1985,12,177,6,2,20180814
cross_the_border.shop,12,396,0,0,20180209
ct_flag_store,12,316,2,0,20180806
cuirdeson,12,533,4,3,20180815
curva_novia,12,1573,12,4,20180812
customplate.kps,12,220,12,7,20180816
cutetreasure,12,122,12,2,20180813
cut_looks,12,388,2,0,20180725
cygnetchr,12,175,6,1,20180813
dab_hair,12,12425,12,4,20180815
yome5289,12,155,3,1,20180810
dajeyleatherproducts,12,113,4,1,20180812
cafe_danslaforet,12,81,12,1,20180810
hairmake_asami,12,1287,12,8,20180815
dayliquorstore,12,551,1,0,20180731
day_traction,12,499,3,3,20180815
dcp_inc_accessories,12,43,1,0,20180731
dea_di_gia_xx,12,307,12,5,20180815
decked.japan,12,158,4,1,20180811
ku_umi0802,12,426,7,1,20180816
reikosan_925,12,337,9,2,20180815
de.deesse,0,458,0,0,19700101
mademoisell.yoko,12,126,4,2,20180811
delmarbmx,12,375,2,1,20180815
denali_sumibi,12,408,4,0,20180724
DENDEN_777,12,592,12,5,20180816
denshoku,12,536,12,7,20180816
asa_chikura,12,438,0,0,20180521
mgfe2sio47180,12,422,12,4,20180816
losangelesgallery,12,184,0,0,20170924
despair_shion,12,9,0,0,20180505
detacchijapan,12,23,1,0,20180804
detoxcafefelicidad,12,679,11,3,20180811
dicktogo,12,1973,5,1,20180815
didgemasala,12,262,7,3,20180813
dimply_acc,12,703,6,1,20180814
diopiccolo89,12,575,12,4,20180816
NA,12,56070,1,0,20180725
docan.kohta,12,343,12,1,20180810
__dodo__official,12,363,12,0,20180808
dokidokiclub_insta2,12,1756,7,1,20180814
mof24,12,4180,12,3,20180816
dollyhiiii,12,4352,12,9,20180815
raiscuret,12,137,2,0,20180729
donny_osaka,12,991,12,12,20180816
doodle45,12,1557,1,0,20180720
accessory_vega,12,154,12,9,20180816
dragonnosuke,12,95,0,0,20180304
dresseddog,8,48,0,0,20180704
ox.drole.xo,12,159,11,5,20180815
dronewraps_by_daiyaservice,12,316,12,12,20180816
dropper_japan,12,827,3,0,20180728
dsmarket2,12,292,12,3,20180816
MCMKSAMAN,12,4115,12,6,20180816
e.and.co.pajamas,12,288,6,1,20180814
earlycross,12,188,0,0,20180414
earthistsjp,12,1129,10,1,20180815
junya_thirdeye,12,7200,12,6,20180815
eba_japan,12,261,2,0,20180806
NA,12,56070,1,0,20180725
eden_secret,12,738,9,0,20180808
bellagio.egaon,12,971,12,4,20180816
eichin1313,12,22595,3,2,20180814
eifu.life,12,96,0,0,20180707
eight_bitter,3,57,0,0,20180502
mitchyuki001,12,89,0,0,20180514
ekorita.fashion,12,59,0,0,20180614
Htminami,12,2182,2,0,20180719
elade_jpn,12,401,6,0,20180808
elandsea2018,12,3327,12,5,20180816
elephantmusic2027,12,22,0,0,20180513
elledecossa,12,178,12,12,20180816
elly5coco,12,43,0,0,20180420
emabelle.insta,6,215,0,0,20180519
emable,0,1,0,0,19700101
acce_e.m,12,661,12,7,20180816
first.fruits,12,175,0,0,20180328
emi_brilliant,12,300,5,2,20180813
emikooocho,12,130,2,0,20180803
kamiyakanako,0,514,0,0,19700101
empire.clothing1988,12,131,0,0,20180705
mmh___01,12,10411,10,1,20180813
encyoku,12,1574,11,4,20180815
eni_tc,12,4126,12,5,20180816
e.n.i.e.n.i,12,171,0,0,20180627
epaulement_h,12,418,0,0,20180523
NA,12,56071,1,0,20180725
equalia0124,12,10,3,0,20180809
equalize.earth,12,689,2,2,20180816
ericalien,12,1494,12,5,20180815
erikun_made,12,650,12,4,20180814
erimaki_cat,12,96,12,2,20180810
cheesecake_lab_seed_yosimi,12,463,12,6,20180816
esma_1210,12,131,4,3,20180815
esoracoffee,12,499,3,1,20180813
espoir.shopmail,12,134,7,2,20180812
espoir__2018,12,124,0,0,20180701
beads_espressivo,12,97,9,2,20180814
estagne_bijoux,12,144,1,0,20180721
estrogen_official,12,146,0,0,20180416
eternaltreasure_jimmy,12,174,12,12,20180816
eternite.vintage,12,774,8,5,20180815
chezlion1,12,1547,0,0,20180614
etoie1127,12,160,12,5,20180816
etoile_yucky,12,795,7,0,20180804
etoileroi31,12,153,0,0,20180704
___etoiles,12,200,1,0,20180809
minami.8s,12,874,8,2,20180812
NA,12,56071,1,0,20180725
euglena_land,12,935,12,3,20180816
eureka.woodwork,12,528,6,0,20180730
eva_d.p,6,1,0,0,20180402
evermore_channel,0,10,0,0,19700101
ezoleatherworks,4,100,1,0,20180804
facerecords_tokyo,12,3406,12,12,20180816
fairychestmaiko,12,275,12,8,20180816
falgerge,12,955,0,0,20180618
flowerangelique,12,502,12,9,20180816
farewellmyluv,12,324,12,3,20180811
farm_sunpo,12,523,12,2,20180812
fasso_on,12,930,12,6,20180816
favori.handmade,12,264,7,0,20180801
junpeihiyoshi,12,2475,12,5,20180814
sakiota216,12,18455,12,2,20180814
feel_up,12,36,0,0,20170714
felixy,12,264,0,0,20180701
nosari_kumamon,9,6,0,0,20170915
femico_ei,12,770,10,2,20180815
fertz_tokyo,12,196,0,0,20180713
kiironotoguchi,12,282,4,0,20180804
NA,12,56070,1,0,20180725
filer.koharu,12,5213,12,1,20180812
sweden_dittdatt,12,218,1,0,20180807
fio_8,12,138,1,1,20180814
fiorebianca_,12,370,4,1,20180813
firewire_jp,12,7889,12,3,20180816
flamingo_onlineshop,12,234,0,0,20180707
flatworks_toyooka,12,221,8,1,20180813
zukashi.jp,12,127,0,0,20180712
flora.r.shop1,12,58,0,0,20180227
floralia.jp,12,404,12,2,20180811
flowerwebshop,12,57,5,0,20180726
flux_official,12,211,12,12,20180816
fly_a_f_shop,12,826,0,0,20180311
flyboytown,12,166,0,0,20180417
fly_on_inc,12,91,0,0,20180516
FNPtyo,0,638,0,0,19700101
itsfollies,12,148,5,0,20180802
umessa_fonky,12,898,12,6,20180812
fontgraphic,12,246,1,0,20180805
forthepeople_tokyo,12,316,3,0,20180731
fortune517,12,8,0,0,20161214
freedom_spectacles,12,274,0,0,20180320
hiromixxnoguchi,12,354,12,7,20180816
frorogn0819,12,308,12,5,20180813
fstyle0707,12,789,9,3,20180816
fuckgnsd,12,148,5,2,20180815
___coto.oto,12,158,12,4,20180815
manico_tanaka,12,334,5,2,20180816
cyclefukui,12,60,6,1,20180809
NA,12,56070,1,0,20180725
full_bros,0,0,0,0,19700101
f.u.n._kgsm.jp,12,39,0,0,20180708
rayca_funnybunny,12,2390,0,0,20180621
little_fur_monster,12,208,0,0,20180716
futoofficial,12,339,12,4,20180812
futtsu.shimin.hanabi,2,153,0,0,20160715
NA,12,56070,1,0,20180725
gai_tribaldesigner,12,2554,3,0,20180729
noriyoshiwada,12,500,5,0,20180728
NA,12,56070,1,0,20180725
garage_ill,12,1034,0,0,20180419
garageoutfit,12,336,0,0,20180713
marufukukawabatasuisan,12,19,5,1,20180812
oliver_garbo,12,7326,12,7,20180816
garden2niigata,1,8,0,0,20180621
gardenleaf_dali,12,0,0,0,20180512
garock_silver,12,88,0,0,20170609
garyu.bz,12,2149,12,4,20180815
NA,12,56070,1,0,20180725
gekitak,12,699,12,4,20180815
gekko_kobo,12,7,0,0,20170805
gelateriavitali,12,152,12,2,20180815
genie_tokyo,12,436,0,0,20180622
gentletreesapporo,12,719,12,6,20180815
cameraman.gen,12,435,12,2,20180813
geraldinejewelry,12,111,0,0,20170912
GESCHENK_MANA,12,2849,12,5,20180815
19bro.97,12,57,4,0,20180719
gallery_fotori,12,503,12,0,20180808
gift.kagoshima,12,253,6,2,20180814
gimlet_selectshop,12,228,0,0,20180607
yurumug_by_ginger,12,115,0,0,20180711
ryooo127,12,151,1,0,20180808
kinue_handmade,12,99,12,5,20180813
glanz43,12,290,4,4,20180816
NA,12,56070,1,0,20180725
noborderzbaseball,3,66,3,0,20180801
globe_mountain_coffee,12,809,6,1,20180813
kids.gloovy,12,270,0,0,20180209
golcondaym,12,465,12,9,20180816
golden.ratio.co,12,79,2,0,20180727
goldenwoolen,12,45,0,0,20180711
takahiro.gonemoli,12,983,12,4,20180814
goodfeeling313,12,66,0,0,20180418
goodmoodisland,10,51,0,0,20180627
goofysmile_shop,12,292,0,0,20180704
go.rock.7th,12,1574,0,0,20180306
gosuikan,12,550,0,0,20180708
goto2025project_supporter,12,240,12,12,20180816
gotsukooo,12,104459,4,0,20180803
updown_goup,12,216,1,0,20180720
gracegroan,12,449,5,1,20180811
gram_29_,12,3,0,0,20180430
gravity_equipment,12,530,0,0,20180619
green.leaf_ik,0,14,0,0,19700101
NA,12,56070,1,0,20180725
NA,12,56070,1,0,20180725
green_thumb_bag,12,389,12,3,20180813
graciousground,12,116,12,3,20180814
gricoapart.cafe_shop,12,985,12,3,20180813
groundstarplus,12,627,2,0,20180808
gsa_hida,8,155,0,0,20180714
tomeeet,12,618,12,11,20180815
gorillatacos,12,588,1,0,20180724
gtools_tokyo,8,6,0,0,20171104
guavaguavatea,12,78,0,0,20180609
climbinggymgugu,12,137,11,1,20180809
bridge_guitars,12,3954,12,1,20180811
gumer1706,10,19,0,0,20170814
toshiohosono,12,1311,3,2,20180815
ha28used,10,31,0,0,20180625
hachi88zakka,12,107,0,0,20180411
hachiiro.southosaka,12,51,0,0,20180710
haginosioya,4,3,0,0,20170929
hugmee.7,12,4,0,0,20171009
hajimaru_art,12,190,6,0,20180809
illustrator_mine,12,226,9,0,20180806
halehanawaikiki,12,1362,12,5,20180816
halkanature,12,72,7,1,20180810
hamadaippei,12,721,12,9,20180816
